Date,Country,Buyer,Seller,Techno,Project size (MW),Tenor (years),Offtaker,Remarque,Source,Location,Technology Remark,Offtaker category
2021-06-01,Denmark,TDC NET,Better Energy,Solar,,,Corporate,"The four solar parks will be located on the island of Funen and in Jutland, Denmark, and the first deliveries of green electricity are expected in early 2022. The new solar parks on Funen will be built in Svendborg and Nørre Aaby. The solar parks are expected to supply 140 GWh of electricity in 2023.",Better Energy News,on the island of Funen and in Jutland,Four solar parks,TDC NET
2021-06-01,Sweden,Hydro REIN,Eolus,Onshore Wind,260,12,Utility,Eolus together with Hydro REIN has signed an agreement to acquire the fully permitted wind power project Stor-Skälsjön from Enercon. The project is located in SE2. Supplier contracts will be entered during autumn this year and commissioning is expected to commence during the second half of 2023. Benchmark price based on PexaQuote PAP 10 years average of May 2021 for Nordics SYS with a start date of Jan 2023.,Renews,Sundsvall and Timrå,,Hydro REIN
2021-06-01,Netherlands,BASF,Vattenfall,Offshore Wind,742.5,,Corporate,Vattenfall and BASF have agreed the sale of 49.5% of Vattenfall’s offshore wind farm Hollandse Kust Zuid (HKZ). Vattenfall will use Hollandse Kust Zuid to supply fossil free electricity to its customers in the Netherlands. BASF will use its electricity share to support chemical production in sites across Europe. BASF is acquiring the electricity from the wind farm for its ownership share through a long-term power purchase agreement. The project is expected to become fully operational in 2023.,Reuters News,"18 kilometres off the coast, in the area between The Hague and Zandvoort",,BASF
2021-06-01,Finland,Amazon,n/a,Onshore Wind,52,,Corporate,COD 2022,Renews,,,Amazon
2021-06-01,Spain,Amazon,n/a,Solar,152,,Corporate,COD 2023,Renews,Castilla,,Amazon
2021-06-01,Finland,Amazon,n/a,Onshore Wind,52,,Corporate,COD 2022,Renews,,,Amazon
2021-06-01,Spain,Amazon,n/a,Solar,152,,Corporate,COD 2023,Renews,Castilla,,Amazon
2021-06-01,Spain,Alpiq,Aquila Capital,Solar,50,5,Utility,"The solar park will be operational in the third quarter of 2021 and is part of the around 2,3 GW portfolio of Aquila Capital in Spain. Benchmark price from PexaQuote's PAP solar 10 years average of the month of May 2021 with COD Jan 2022.",Alpiq news,Almeria,,Alpiq
2021-06-01,Great Britain,Axpo,Voltalia,Solar,7.2,10,Utility,"The 10-year fixed price contract is tied to Voltalia’s Tonge photovoltaic (PV) farm near Sittingbourne, in Kent. Under the deal, it will buy the plant’s entire power production and renewable energy guarantees of origin (REGOs) until 2031. Benchmark price from PexaQuote's PAP 10 years solar average of May 2021 with start date Jan 2022.",Renewables Now,Kent,,Axpo
2021-06-01,Belgium,ArcelorMittal,Storm,Onshore Wind,18,20,Corporate,Belgian wind farm developer Storm will build an 18-MW wind power project for steel manufacturer ArcelorMittal at its property in the Port of Ghent. The project will be Belgium's first subsidy-free wind farm as it will not operate under the system of green power certificates. Commissioning is scheduled for the spring of 2022.,Renewables Now,Port of Ghent,The wind farm will consist of three units of 6-MW,ArcelorMittal
2021-06-01,Spain,Grifols,RWE,Solar,10,10,Corporate,RWE has struck a power purchase agreement (PPA) to supply the entire output of its 10-MW solar farm in Spain to Spanish pharmaceutical and chemical company Grifols. The plant is set to start operation in the first half of 2022. Benchmark price based on PexaQuote's PAP 10 years solar average of the month of May 2021 with COD 2022 with a liquidity premium added.,Renewables Now,Las Vaguadas,,Grifols
2021-06-01,Finland,Neste,Ilmatar,Onshore Wind,,,Corporate,"Finnish renewables fuels company Neste is to supply its Porvoo refinery in Finland with electricity from Ilmatar's wind farms under a power purchase agreement starting in early 2025. No details were released of the wind farms supplying the electricity, which will be approximately 200 gigawatt-hours a year.",Renews,,,Neste
2021-06-01,Spain,Grifols,RWE Renewables,Solar,10,10,Corporate,"Grifols, a leading global producer of plasma-derived medicines will buy enough clean electricity to meet 28% of its total yearly electricity needs in Spain through this PPA. The solar farm is expected to be operational in the first half of 2022. Until then, Grifols is meeting its green-electricity target through the purchase of Renewable Energy Certificates from RWE. Benchmark price based on PexaQuote's PAP 10 years average for May 2021 with a COD 2022 and a liquidity premium added.",RWE News,"Las Vaguadas, Badajoz",,Grifols
2021-06-01,Spain,EnBW,Blue Elephant Energy,Solar,150,10,Utility,"The project consists of three solar parks, each with an installed capacity of 50 MW. Grid connection of the solar power plants is scheduled for the second quarter of 2022. Benchmark price from PexaQuote's PAP solar 10 years average of the month of May 2021 with COD Jan 2022.",Blue Elephant Energy News,Andalusia,,EnBW
2021-06-01,Sweden,Axpo,Sparbanken Skåne,Solar,18,10,Utility,"The ten-year contract is for the expansion of the Sparbanken Skane solar park, which will be ready by summer 2021. The project was developed by Swedish solar specialist Svea Solar.",Sparbanken Skånes News,Sjobo,,Axpo
2021-06-01,United States,Charles River Laboratories,Duke Energy Sustainable Solutions,Solar,102,15,Corporate,The US utility group Duke Energy Corp has signed a 15-year virtual PPA with Charles River Laboratories Intenational for 102MW of the plant's total size. The Pisgah solar project will become operational in 2022 and will be the largest utility-scale solar power plant in the company's portfolio.,Renewables Now,Texas,,Charles River Laboratories
2021-06-01,United States,Puget Sound Energy,NextEra Energy Resources,Onshore Wind,350,20,Utility,Washington's state utility PSE will buy 350MW from the 7500MW onshore planat belonging to NextEra Energy Resources. The unit will be built in Montana and is expected to become operational in 2022.,Renewables Now,Washington,,Puget Sound Energy
2021-06-01,Finland,Suomen Voima,Taaleri SolarWind II fund,Onshore Wind,252,15,Utility,The Siikajoki-located Isoneva and Posio-located Murtotuuli schemes will jointly comprise 42 6MW Vestas turbines and are due online by late 2022. The Taaleri SolarWind II fund has acquired a 252MW ready-to-build onshore wind farm portfolio in northern Finland from affiliate parties. Benchmark PPA price base don PexaQuote's PAP 15 years average for the month of May 2021 with COD 2022.,Taaleri news,Siikajoki,,Suomen Voima
2021-05-01,Spain,Statkraft,Capital Energy,Onshore Wind,126,10,Utility,"Spanish renewable power retailer and project developer Capital Energy will sell the entire output from 126 MW of wind farms at home to Norwegian energy company Statkraft AS under three power purchase agreements. The contracts correspond to three wind power projects that Capital Energy plans to set in the Spanish regions of Castille and Leon, Asturias and Andalusia. Benchmark price from PexaQuote's PAP 10 years average of the month of April 2021 with COD 22.",Renewables Now,"Castille and Leon, Asturias and Andalusia",,Statkraft
2021-05-01,Italy,Solvay,Falck Renewables,Solar,41,10,Corporate,"The Foggia-located project is expected to generate around 70GWh of electricity a year once operational, will also consist of a 10MW/20MWh battery storage system, and is designed to allow the on-site integration of renewable electricity and the agricultural production of olives. The benchmark price is based on PexaQuote's PAP average 10 years solar of the month of April 2021 with a COD in 2022 and a liquidity premium added.",Energy Rev,Apulia,,Solvay
2021-05-01,Spain,Axpo Iberia SL,Grupo Enhol,Onshore Wind,50,5,Utility,The wind farm is expected to commence operation in July 2022. Benchmark price based on PexaQuote's PAP 5 years average of the month of April 2021 with a start date of 1.1.2023,Renewables Now,Navarre,,Axpo Iberia SL
2021-05-01,Italy,Axpo Italia,Canadian Solar,Solar,12,10,Utility,Canadian Solar has signed a PPA with Axpo Italia which will purchase around 12MWp from two solar plants under development in Sicily. The PPA also includes the guarantees of origin and will start from April 2022. Benchmark price from PexaQuote's Italian 10 year PAP PPA price (PUN) average of the month of April 2021 with a start date of 1 Jan 2022.,Canadian Solar News,Sicily,Two solar plants,Axpo Italia
2021-05-01,Italy,Ferrero Group,Falck Renewables,Solar,17.5,10,Corporate,Falck Renewables has signed a 10 year CPPA with producer of sweets and beverages; Ferrero Group. The contract relates to two solar projects that Falck is constructing in Sicily which will produce around 35GWh of electricity per year. Benchmark price from PexaQuote's Italian 10 year PAP PPA price (PUN) average of the month of April 2021 with a start date of 1 Jan 2022 and a liquidity premium added.,Falck Renewables News,Sicily,Two solar plants,Ferrero Group
2021-05-01,United States,Uniper,Pattern Energy,Onshore Wind,1050,15,Utility,"The deal will see Uniper receive up to 219,000 megawatt-hours of electricity a year from Western Spirit, enough to power more than 20,000 homes annually. The wind farm is currently under construction and is expected to be completed by the end of 2021.",Renews,New Mexico,Western Spirit wind farm,Uniper
2021-05-01,Spain,Merck,Total,Solar,45,10,Corporate,"Total and US pharmaceutical company, Merck, have signed a 10 year PPA for the production of 90GWh/year of solar energy from 45MW solar plants. Benchmark PPA price from PexaQuote's PAP 10 year solar average of the month of April 2021 and a liquidity premium added with COD date 1 Jan 2022.",Renewables Now,Castilla La Mancha,,Merck
2021-05-01,Sweden,n/a,NTR plc,Onshore Wind,88,10,Unknown,"NTR plc has signed a 10 year PPA for its 88MW Swedish project, Norra Vedbo, which will become operational in 2022.",Renewables Now,"Jonkoping, southern Sweden",Norra Vedbo wind farm,
2021-05-01,Italy,Tim,Erg Power Generation,Onshore Wind,,10,Corporate,"The 10 year contract, between Italian Energy company ERG Spa and the ICT group TIM from 2022 to 2031, aims to supply Tim with wind power equivalent to 3.4TWh which will be bought partly baseload and partly as pay as produced.",Renewables Now,"Lacedonia Monteverde, Avellino, Avigliano, Potenza",,Tim
2021-05-01,Denmark,Claus Sorensen,Energi Danmark,Solar,,10,Corporate,Trading company Energi Danmark has signed a 10-year PPA with the industrial group Claus Sorensen which will help in the financing of 2 solar parks in Denmark located in the western bidding area DK1. The deal entails 34GWh/year and the plants will be commissioned by the end of 2021 by European Energy,Montel,,,Claus Sorensen
2021-05-01,United States,San Diego Community Power,RAI Energy,Solar,100,20,Utility,"Construction on the Vikings Energy Farm is expected to begin in the fall of 2022, with commercial operations expected to begin in the summer of 2023.",Renews,California,100MW solar with 150MW battery,San Diego Community Power
2021-05-01,Poland,Axpo Polska,Energix Group,Onshore Wind,81.4,,Utility,Axpo Polska will buy the full output generated by the new wind farms currently under construction - the 81.4 MW Banie III wind farm operational in 2022. It has received subsidies in recent auctions.,Axpo news,,,Axpo Polska
2021-05-01,Poland,Axpo Polska,Energix Group,Onshore Wind,44,,Utility,Axpo Polska will buy the full output generated by the new wind farm currently under construction - the Sepopol wind farm with an expected capacity of 44 MW. The Energix-owned project will become operational in 2022 and has received subsidies in recent renewables auctions.,Axpo news,,,Axpo Polska
2021-05-01,Spain,NOS,EDP,Onshore Wind,,10,Corporate,"Portuguese communications and entertainment group NOS SGPS has signed a power purchase agreement (PPA) tied to a wind farm project in Spain with EDP Comercial, part of Portuguese utilities group EDP - Energias de Portugal SA",Renewables Now,,,NOS
2021-05-01,United States,AEP Energy,Doral,Solar,480,,Utility,"Mammoth Solar 1, a 480-MWDC solar energy project, is the first phase of the 1.65-GWDC Mammoth project being developed by Doral with expected COD 2023. The Mammoth solar project covers more than 12,000 acres in Starke and Pulaski counties in Northern Indiana.",Solar Power World,Indiana,,AEP Energy
2021-04-01,France,IBM,Boralex,Onshore Wind,,5,Corporate,"The final agreement involves three companies on the French market: Boralex, as a green energy producer, will apply its industrial asset management expertise to supply power to IBM France, the final customer, and Axpo Solutions, which will aggregate the renewable power codified in the agreement.",Boralex Press Release,,,IBM
2021-04-01,Spain,MSD,EDP Renewables,Onshore Wind,40,15,Corporate,EDPR has signed a 15-year wind PPA with pharmaceutical company Merck to sell clean energy produced by a 40 MW wind farm located in Albacete. Operations will start in 2023. Benchmark price based on PexaQuote's PAP average for 15 years PPA starting in Jan 2023 of the month of March 2021 with a liquidity premium added.,EDPR News,Albacete,,MSD
2021-04-01,Germany,Volkswagen,RWE,Solar,,10,Corporate,German energy group RWE AG will supply electricity to Volkswagen Group from under a 10-year power purchase agreement which is due to be completed by the end of 2021. It will be delivering up to 170 GWh a year from 2022 onwards under the PPA. The plant operated by German Asset Manager Luxcara in Tramm-Göthen will be built without making use of subsidies.,RWE News,Tramm-Gothen,,Volkswagen
2021-04-01,Spain,Amazon,N/A,Solar,170,,Corporate,"These two new solar energy projects that will produce power for Extremadura and Andalucía are included in the portfolio of nine new commercial-scale wind and solar energy projects in the United States, Canada, Spain, Sweden and the United Kingdom announced on Monday, April 19, by the group.",Renewables Now,Extremadura and Andalucia,,Amazon
2021-04-01,Great Britain,Amazon,N/A,Offshore Wind,350,,Corporate,350 MW wind farm off the coast of Scotland as of April 2021 it is Amazon’s largest in the UK.,BusinessWire,off the coast of Scotland,,Amazon
2021-04-01,Sweden,Amazon,Luxcara,Onshore Wind,258,10,Corporate,"Amazon has contracted to acquire 258MW of the annual production from the 374MW Kallamossen wind farm, which forms one half of the Onusberget cluster, with supply to start when the asset is commissioned in 2023. Benchmark price from PexaQuote's PAP 10 years average for the month of March 2021 with COD date 2023 with a liquidity premium added.",Energy Rev,Northern Sweden,,Amazon
2021-04-01,Finland,Keva,Statkraft,Onshore Wind,,10,Utility,Statkraft and Finnish public pension provider Keva have entered into a 10-year power purchase agreement with an annual delivery of almost 53 gigawatt hours in the period 2023 to 2032.,Renewables Now,Kokkoneva,,Keva
2021-04-01,Lithuania,Eesti Energia,European Energy,Onshore Wind,190,10,Utility,"Estonian utility Eesti Energia and Danish project developer European Energy have signed a 10-year power purchase agreement (PPA) for deliveries from wind farms in Lithuania. Starting in 2023, the agreement covers total deliveries of 3.8 terawatt-hours (TWh) over the ten-year period.",European Energy news,,,Eesti Energia
2021-04-01,Sweden,Axpo,Reichmuth Infrastruktur II KmGK,Onshore Wind,60,10,Utility,"With a planned nominal capacity of around 60 MW, the Hultema wind farm was developed by the PNE Group, a German wind power pioneer, and recently sold to the Swiss infrastructure fund Reichmuth Infrastruktur II KmGK. Construction started in February 2021 with commissioning planned for mid-2023. Axpo Nordic will be responsible for marketing the electricity produced for 10yrs. Benchmark price based on PexaQuote PAP 10 years average of March 2021 with COD 23 based on SYS prices.",Axpo news,,,Axpo
2021-04-01,Sweden,Axpo,Connected Infrastructure Capital GmbH,Onshore Wind,16.4,10,Utility,"The PPA has been signed with Hamburg-based Connected Infrastructure Capital GmbH (CIC), owners of the Norra Hunna wind farm in the Swedish province of Örebro. The 16.4 MW wind farm has a COD of second quarter of 2021, securing a first foothold for CIC in the Scandinavian growth market. Axpo Nordic will buy the wind farm’s full output. Benchmark price based on PexaQuote PAP 10 years average of March 2021 with COD 22 based on SYS prices.",Axpo news,Örebro,,Axpo
2021-04-01,Great Britain,OVO Energy,Orsted,Offshore Wind,90,,Utility,"UK energy supplier OVO Energy will be the power off-taker of Ørsted A/S 90-MW Barrow wind farm in the East Irish Sea, off the North West coast of England. OVO Energy buys the entire power output of the offshore wind park. The contract is effective immediately in April 2021.",Renewables Now,East Irish Sea,,OVO Energy
2021-04-01,Italy,Sofidel Group,RWE,Onshore Wind,13.6,10,Corporate,"The PPA with Sofidel enabled the realisation of Alcamo II by providing financial stability through contracting 26 gigawatt hours per year as the sole corporate off-taker. As part of the deal, Sofidel purchases all the guarantees of origin this wind park produces. The long-term contract started in early-April 2021 and will run until end of 2030. Benchmark price March 2021 PAP 10 years average for PUN with a liquidity premium added.",RWE News,Sicily,,Sofidel Group
2021-04-01,France,SNCF Energie,EDF Renewables,Solar,20,20,Corporate,Construction on the solar plant is expected to begin in 2021 with COD in 2023. It will supply power to SNCF’s unit SNCF Energie over a 20-year period. Benchmark price based on PexaQuote's March 2021 PAP 20 years average with COD 2023 and a liquidity premium added.,PV Magazine,Lachapelle-Auzac and Souillac,,SNCF Energie
2021-04-01,United States,Shell Energy,BluEarth Renewables,Onshore Wind,100,,Utility,"BluEarth Renewables, through its subsidiary, BER Hand Hills Wind LP, signed a PPA with Shell Energy North America (Canada). The PPA will directly support the construction of the 130 MW Hand Hills Wind Project, located northeast of Drumheller, Alberta. Under the terms of the PPA, Shell Energy will purchase the electricity and associated emission offsets from 100 MW of the Project’s capacity. The Project is anticipated to achieve commercial operations in late 2022.",BluEarth Renewables Website News,Alberta,,Shell Energy
2021-04-01,United States,Black Hills Energy,174 Power Global Corp,Solar,200,15,Utility,"US solar project developer 174 Power Global Corp, an affiliate of South Korea's Hanwha Group, has inked a power purchase agreement (PPA) that supports the development of a 200-MW solar park in Colorado. The off-take contract was signed with Black Hills Energy, owned by utility company Black Hills Corp, and has a term of 15 years. It is tied to the Turkey Creek Solar project in Pueblo County.",Renewables Now,Colorado,,Black Hills Energy
2021-04-01,Germany,Deutsche Bahn,RWE,Offshore Wind,50,15,Corporate,COD 2025. The contract covers 190 gigawatt hours of North Sea wind per year from the Amrumbank-West offshore wind farm off Helgoland. Benchmark price from PexaQuote's PAP 15 years average for the month of March 2021 with COD 2025 with an added liquidity premium.,Deutsche Bahn news,,,Deutsche Bahn
2021-04-01,United States,AEP Energy Partners,Opdenergy,Solar,92,12,,Spanish renewables developer Opdenergy has signed a power purchase agreement (PPA) with AEP Energy Partners (AEPEP) for a 92-MWp/80-MW photovoltaic (PV) project in West Virginia with COD end of 2022.,Renewables Now,West Virginia,,AEP Energy Partners
2021-03-01,United States,Great River Energy,Southern Power,Onshore Wind,150,25,Utility,Southern Power bought the 300-MW Deuel Harvest Wind Farm in South Dakota. Deuel Harvest was developed by Invenergy and achieved commercial operations in February 2021. The project generates electricity from 109 GE Renewable Energy turbines and has two future utility off-takers under long-term power purchase agreements (PPA). Great River Energy has committed to a 25-year deal buying the power and renewable energy credits beginning in January 2023.,Power engineering,South Dakota,,Great River Energy
2021-03-01,United States,Xcel Energy,Southern Power,Onshore Wind,150,15,Utility,Xcel Energy has a 15-year PPA expected to start in October 2021. The project generates electricity from 109 GE Renewable Energy turbines and has two future utility off-takers under long-term power purchase agreements (PPA).,Power engineering,South Dakota,,Xcel Energy
2021-03-01,Germany,Daimler,Statkraft,Solar,120,,Corporate,Norwegian utility Statkraft has expanded a long-term power purchase agreement for renewable energy with automaker Daimler. The partnership covers a section of Bavaria's largest solar park Schornhof (120 MW) and wind energy supplied from 24 wind farms across Germany whose subsidies have expired.,Statkraft press release,,Wind and Solar,Daimler
2021-03-01,United States,Nucor Corporation,Orsted,Onshore Wind,100,10,Corporate,US steel producer Nucor Corporation has sealed a virtual power purchase agreement (VPPA) with Ørsted Onshore North America LLC for electricity from 100 MW of wind capacity in Texas.,Renewables Now,Texas,,Nucor Corporation
2021-03-01,Sweden,Adger Energi,Luxcara,Onshore Wind,900,15,Utility,"The electricity will be generated bay various wind power and hydropower. Luxcara is currently building the 753-MW Oenusberget wind farm in northern Sweden and three wind farms with a total projected capacity of 160 MW in Northern Ostrobothnia, Finland, scheduled to start power production in 2021.",Reuters News,Sweden and Finland,wind and hydropower,Adger Energi
2021-03-01,Belgium,Covestro,Engie,Onshore Wind,39,,Corporate,"Polymer manufacturer Covestro has signed a PPA with Engie that will mean almost half of its future electricity demand in Belgium will come from wind energy. It comes from four newly-constructed onshore wind farms, all part of the Conquest4Wind P5 partnership.",Renews,Antwerp,,Covestro
2021-03-01,Netherlands,Air Liquide,Vattenfall,Offshore Wind,25,15,Corporate,Swedish utility Vattenfall will meet its obligation under the agreement by feeding power from an offshore wind park it is currently developing near the Dutch coast. The plant will be built with no subsidies and is due to be commissioned by 2023. Benchmark price based on PexaQuote's PAP average of Feb 2021 of 15 years with COD 2023,Renewables Now,,,Air Liquide
2021-03-01,Denmark,Centrica,Better Energy,Solar,100,10,Utility,"The power is to come from two new solar farms, which are to be developed by Better Energy. Benchmark price from PexaQuote's PAP 10 years average of Feb 2021 with COD 2022.",Centrica News,,,Centrica
2021-03-01,Denmark,Danfoss,Orsted,Offshore Wind,27,10,Corporate,"Danfoss, industrial manufacturer of energy efficient solutions, has signed a 10-year fixed price corporate power purchase agreement (CPPA) with Ørsted to offtake the renewable electricity output of 27 MW of Ørsted's 209MW Danish offshore wind farm Horns Rev 2, which came out of subsidy in October 2020. Benchmark price from PexaQuote's 10 year PAP average of the month of February 2021 with COD 2022 with a liquidity premium added and rounded up.",Orsted News,,,Danfoss
2021-03-01,Poland,Polkomtel,Ze Pak,Solar,70,15,Corporate,"The PPA was concluded for a period of 15 years with the possibility of extension by Polkomtel for another 5 years and includes a specific sales price, which will be indexed by the inflation rate starting from 2023. Benchmark price based on PexaQuote's PAP 15 years average of Feb 2021 for solar with an added liquidity premium rounded up.",PV Magazine,Brudzew,,Polkomtel
2021-03-01,Sweden,Axpo,Reichmuth Infrastructure,Onshore Wind,60,,Utility,"The “Hultema” wind farm was developed by the Swedish WKN subsidiary VKS Vindkraft Sverige AB, which is part of the PNE Group who sold the asset to the Swiss infrastructure fund Reichmuth Infrastruktur II KmGK. Construction began in February 2021. Commissioning is planned for mid-2023.",PNE News,,,Axpo
2021-03-01,Poland,Brembo,Acciona,Onshore Wind,101,5,Corporate,ACCIONA has signed a five-year Virtual Power Purchase Agreement (VPPA) with multinational automotive manufacturer Brembo to partially offset the energy needs of its production plants in Poland and contribute to Brembo's path towards its decarbonization and sustainability programs. Benchmark PPA price based on PexaQuote Feb 2021 5 year average PAP with COD 2022 with a liquidity premium added.,Renewables Now,,,Brembo
2021-03-01,Spain,Sidenor,Naturgy,Solar,175,10,Corporate,Steel business Sidenor has signed a 10-year PPA with Naturgy to a supply equivalent to 350GWh per year from solar and wind energy.,Renewables Now,,Wind and Solar,Sidenor
2021-03-01,France,Orange,Total Quadran,Solar,80,20,Corporate,"The telecom will off-take 100 GWh per year from Total Quadran, the renewable power production unit of French oil-and-gas major Total SA, which will develop a dozen new plants on the customer’s behalf by 2024.",Renewables Now,,,Orange
2021-03-01,United States,Kellog,Enel Green,Onshore Wind,,,,"With the support of Kellogg’s VPPA, Enel has started construction of Azure Sky wind in north central Texas, its first wind + storage project globally, that combines a 350 MW wind facility paired with approximately 120 MW of battery storage – one of the largest battery storage facilities in the world. The Azure Sky wind farm will add clean energy resources to the community’s local grid and is expected to be operational in 2022.",Schneider electric,Texas,Wind and storage,Kellog
2021-03-01,United States,unknown,EDPR,Onshore Wind,204,15,,The project is expected to start operations in 2023. The EDP Renováveis SA subsidiary did not disclose the name of the offtaker or project in its March 1 news release.,SP Global,Indiana,,unknown
2021-03-01,United States,an affiliate of Enterprise Products Partners,EDF Renewables,Solar,,,,Energy group EDF has signed a virtual power purchase agreement (PPA) for the second tranche of its Texas solar project with an affiliate of listed energy partnership group Enterprise Products partners.,PV Tech,Texas,,an affiliate of Enterprise Products Partners
2021-02-01,Poland,Danone,GIG,Onshore Wind,25,10,Corporate,"The power will be provided by GIG’s Jozwin wind farm. Route to Market and balancing services will be provided by Axpo Polska, with Axpo also acting as the intermediary with Danone, who will use Axpo as their licenced electricity provider. Benchmark Price based on PexaQuote's January PAP 10 years average with COD 22 with a liquidity premium added.",Montel,,,Danone
2021-02-01,Great Britain,Flintshire County Council,Good Energy,Solar,3.5,,Corporate,COD mid 2021 for 2 solar farms. The two sites – Flint Landfill and Crumps Yard – are being developed by ENGIE on land owned by Flintshire County Council.,Solar Power Portal,Wales,,Flintshire County Council
2021-02-01,United States,Hoosier Energy,Capital Dynamics,Solar,150,,,"Capital Dynamics and Hoosier Energy, a generation and transmission cooperative, signed a long-term Power Purchase Agreement Hoosier Energy will buy 150 MW of the power generated by the $128 million Ratts 2 Solar Project, a Capital Dynamics-owned greenfield solar project that is currently being developed on 1,200 acres in Knox County, Indiana, southwest of Indianapolis. Arevon Energy Management and Tenaska are co-developing the project. COD 2023",PV Magazine,Indiana,,Hoosier Energy
2021-02-01,Spain,Gestamp,Naturgy,Solar,,10,Corporate,"COD 2022. Gestamp will receive a supply of energy equivalent to 203 GWh per year from solar and wind sources, in an agreement that includes a long-term Power Purchase Agreement (PPA).",Gestamp news,,Wind and Solar,Gestamp
2021-02-01,Greece,N/A,Mytilneos,Solar,200,15,N/A,"The portfolio of developments – which comprises 20 solar parks, 21 standalone battery storage projects and 4 storage projects to be combined with solar plants – are targeted to be commissioned by the end of 2023.",Energy Rev,,,
2021-02-01,France,RATP,EDF Renewables,Onshore Wind,,3,,supply of 170 GWh from a portfolio of 5 already existing wind farms in France,,,,RATP
2021-02-01,Spain,Statkraft,Aquila Capital,Solar,50,5,Utility,"COD 2022 with innovative price structure in which Aquila Capital will provide Statkraft with 100% green electricity at competitive price levels. The “Albeniz” solar park is located in Almería, South Eastern Spain. Benchmark price based on PexaQuote's PAP 5 year average of January 2021 with COD 2023.",Statkraft press release,Andalusia,,Statkraft
2021-02-01,France,Orange,Engie,Solar,51,15,Corporate,COD Jan 2023. 2 solar assets in L'Epine (38MW) and Ribeyret (13MW). Benchmark price based on PexaQuote's PAP 15 years January 2021 average with COD 2023 plus a liquidity premium added.,PV Magazine,,,Orange
2021-02-01,United States,Exelon,Sunpin Solar,Solar,98,12,,"The project began construction in January of 2020 and reached completion and commercial operation in December of 2020. The 98-MWdc/70-MWac site is located in Imperial County on a 420-acre parcel. The single-axis tracking system has an expected annual production of 215,000 MWh, enough to power 17,460 local homes per year.",Solar Power World,California,,Exelon
2021-02-01,United States,BASF,EDF Renewables North America,Onshore Wind,35,,,The companies have signed a 35 MW Wind Power Purchase Agreement (PPA) that will bring 25 MW wind power to BASF’s Verbund site in Freeport and 10 MW wind power to the Pasadena site.,BASF News,Texas,,BASF
2021-02-01,Italy,Illumia Trend,Falck Renewables,Solar,10.5,,Corporate,"Trading company Illumia Trend, part of Italian energy and gas supplier Tremagi Group, will buy the output of the solar farm to be built in the province of Ragusa, Sicily.",Renewables Now,Sicily,,Illumia Trend
2021-02-01,Finland,Kemira,Statkraft,Onshore Wind,,9,Corporate,The agreement covers an annual delivery of almost 44 GWh renewable energy in the period 2022 to 2031. The power will be delivered from Statkraft’s portfolio in the Nordics to Kemira’s production facilities in Finland.,Statkraft press release,,Portfolio of renewables,Kemira
2021-02-01,Sweden,Borealis,Stena Renewables,Onshore Wind,60.8,10,Corporate,"Borealis has signed a long-term power purchase agreement (PPA) with the Finnish energy company Gasum to source renewable electricity from an onshore wind farm in Stenungsund, Sweden, the Kronoberget wind farm, which is owned and operated by Swedish energy company Stena Renewable. Delivery of renewable electricity to Borealis began on 1 January 2021. Benchmark PPA price based on PexaQuote's PAP 10yr Jan 2021 average SYS with COD Jan 22 plus a liquidity premium.",Borealis News,Stenungsund,,Borealis
2021-02-01,Germany,EnBW,Energiekontor AG,Solar,52.3,15,Utility,"Construction of the new solar park in the municipality of Dettmannsdorf in Mecklenburg-Western Pomerania state is planned to be launched this autumn. To be installed without the support of state subsidies, the plant is scheduled to go online in the second quarter of 2022. Benchmark PPA prices based on PexaQuote's 15 year solar PAP January 2021 average with COD Jan 2022.",Renewables Now,Dettmannsdorf,,EnBW
2021-02-01,Netherlands,RWE,ASML,Onshore Wind,,10,Utility,"The power will be delivered from a portfolio of various renewable energy sources across different technologies: two new RWE onshore wind farms and one solar plant in the Netherlands, as well as an offshore wind farm in Belgium. The two RWE wind farms, Oostpolderdijk and Westereems 3, with a total installed capacity of 16.5 MW, are located near Eemshaven and will both be commissioned during 2021. The offshore wind farm, Northwester 2, off the coast of Zeebrugge, is operated by Parkwind.",Energy Global,Netherlands and Belgium,Wind and Solar,RWE
2021-02-01,France,Enercoop,Energie Partagée and Changeons notre vision de l’énergie,Solar,,30,Utility,The group signed a PPA with Energie Partagée and Changeons notre vision de l’énergie for 6.5 GWh per year. ,PV Magazine,,,Enercoop
2021-02-01,Netherlands,Amazon,Shell,Offshore Wind,250,,Corporate,"The wind farm will be operated by The CrossWind consortium, a joint venture between Shell and Eneco. Starting in 2024, Amazon will offtake 250 megawatts (MW) from Shell and 130 MW from Eneco, for a total of 380 MW.",Shell News,,,Amazon
2021-02-01,United States,Southern California Edison,Southern Power,Battery,88,20,,"For the Garland Solar Facility in Kern County, California, 88 MW and 352 MWh of energy storage will be added. The energy storage projects will be owned in partnership with AIP Management (on behalf of Danish pension funds PKA and PenSam) and Global Atlantic Financial Group, both of which have existing ownership interests in the Garland and Tranquility solar facilities that went into commercial operation in 2016. Southern Power operates the solar projects and will be responsible for operating the",Power engineering,California,,Southern California Edison
